id,user_id,skill_id,projectName,projectDescription,projectExperience,role,create_at,status
194,685,653,Snowflake Data Warehouse Migration,Enhance existing Power BI dashboards with advanced visualizations and data insights.,2 years,Quality Assurance (QA) Engineer,8/14/2023,Approved
195,180,477,PHP Forum Integration,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,2 years,Quality Assurance (QA) Engineer,8/27/2023,Not Approved
196,935,685,React Web Application Development,Enhance existing Power BI dashboards with advanced visualizations and data insights.,5 months,Developer/Programmer,6/15/2023,Not Approved
197,591,848,React Web Application Development,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,6 months,Developer/Programmer,5/5/2023,pending
198,239,989,Snowflake Data Warehouse Migration,Integrate PHP-based forum software into existing web platform for enhanced community engagement.,10 years,Project Manager,6/5/2023,Not Approved
199,354,785,PHP Forum Integration,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,7 months,Developer/Programmer,8/1/2023,Not Approved
200,185,504,Presenting Skills Workshop Development,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,6 months,Subject Matter Expert (SME),9/20/2023,pending
201,672,709,Python Data Analysis Automation,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,10 years,Designer,11/5/2023,Approved
202,389,434,Snowflake Data Warehouse Migration,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,9 months,Designer,10/3/2023,Approved
203,901,125,Project Management Tool Implementation,Enhance existing Power BI dashboards with advanced visualizations and data insights.,5 months,Team Lead,5/24/2023,Not Approved
204,938,104,Presenting Skills Workshop Development,Redesign presentation slides template to modernize branding and improve visual appeal.,2 years,Team Lead,12/21/2023,pending
205,835,428,Java Enterprise Application Development,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,6 months,Project Manager,1/13/2024,Not Approved
206,508,996,Python Data Analysis Automation,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,1 month,Business Analyst,3/28/2024,pending
207,608,984,PHP Forum Integration,Integrate PHP-based forum software into existing web platform for enhanced community engagement.,7 years,Project Manager,2/25/2024,Approved
208,39,978,Snowflake Data Warehouse Migration,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,5 years,Developer/Programmer,4/16/2023,Approved
209,449,709,PHP Forum Integration,Develop a scalable and responsive web application using React for improved user experience.,10 months,Designer,3/4/2024,pending
210,386,465,Snowflake Data Warehouse Migration,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,1 years,Developer/Programmer,3/22/2024,Approved
211,903,985,Power BI Dashboard Enhancement,Integrate PHP-based forum software into existing web platform for enhanced community engagement.,5 years,Business Analyst,7/1/2023,pending
212,1,972,Power BI Dashboard Enhancement,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,8 months,Quality Assurance (QA) Engineer,11/24/2023,pending
213,337,668,Presenting Skills Workshop Development,Develop a scalable and responsive web application using React for improved user experience.,10 months,Designer,7/8/2023,Not Approved
214,387,480,Python Data Analysis Automation,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,9 months,Designer,11/18/2023,Approved
215,671,682,Presenting Skills Workshop Development,Enhance existing Power BI dashboards with advanced visualizations and data insights.,4 months,Team Lead,12/15/2023,pending
216,424,818,Slides Template Redesign,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,7 months,Business Analyst,3/15/2024,pending
217,313,881,SQL Database Optimization Project,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,7 months,Team Lead,6/17/2023,Not Approved
218,988,250,SQL Database Optimization Project,Enhance existing Power BI dashboards with advanced visualizations and data insights.,3 months,Business Analyst,3/6/2024,pending
219,533,148,Java Enterprise Application Development,Enhance existing Power BI dashboards with advanced visualizations and data insights.,7 months,Developer/Programmer,6/15/2023,pending
220,189,91,Java Enterprise Application Development,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,1 month,Business Analyst,1/26/2024,Approved
221,373,23,SQL Database Optimization Project,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,9 months,Team Lead,6/11/2023,Not Approved
222,490,471,Python Data Analysis Automation,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,5 months,Team Lead,2/16/2024,Not Approved
223,466,689,Python Data Analysis Automation,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,5 months,Subject Matter Expert (SME),5/29/2023,Approved
224,62,685,Power BI Dashboard Enhancement,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,3 months,Developer/Programmer,5/23/2023,Approved
225,303,258,Python Data Analysis Automation,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,10 years,Subject Matter Expert (SME),7/2/2023,pending
226,152,764,Project Management Tool Implementation,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,4 months,Quality Assurance (QA) Engineer,6/28/2023,pending
227,388,750,Presenting Skills Workshop Development,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,2 months,Project Manager,4/28/2023,Not Approved
228,106,73,React Web Application Development,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,10 years,Business Analyst,2/1/2024,pending
229,829,987,Power BI Dashboard Enhancement,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,10 years,Designer,5/25/2023,Approved
230,740,809,Python Data Analysis Automation,Integrate PHP-based forum software into existing web platform for enhanced community engagement.,5 months,Subject Matter Expert (SME),8/17/2023,Approved
231,326,47,Snowflake Data Warehouse Migration,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,2 years,Project Manager,10/7/2023,pending
232,111,249,Python Data Analysis Automation,Enhance existing Power BI dashboards with advanced visualizations and data insights.,10 years,Developer/Programmer,4/8/2023,pending
233,453,805,SQL Database Optimization Project,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,5 years,Project Manager,8/31/2023,Not Approved
234,744,704,React Web Application Development,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,5 years,Subject Matter Expert (SME),4/22/2023,pending
235,874,429,Slides Template Redesign,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,1 years,Quality Assurance (QA) Engineer,7/11/2023,pending
236,671,269,PHP Forum Integration,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,10 years,Team Lead,3/24/2024,Not Approved
